run_id,agent_id,scenario_id,bias_category,variant,run_index,temperature,prompt_version,supplier_order_seed
1669288268be,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,8,0.7,standard,4187343270
1940d5800fe3,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,9,0.7,standard,3513364714
b9a224f7ee0b,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,10,0.7,standard,1987949595
4e2ae81ab732,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,11,0.7,standard,3330811213
e3e2d445b7fa,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,12,0.7,standard,3396819617
f399aec800fc,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,13,0.7,standard,1222016219
86278a719a81,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,14,0.7,standard,2884844291
508e8c4103bd,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,15,0.7,standard,272055198
7fd3f587152b,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,16,0.7,standard,1009659258
67cf4643427f,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,17,0.7,standard,309502181
d8ecc86d9842,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,18,0.7,standard,2972465439
f311f6c7358f,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,19,0.7,standard,1151032526
8480352d8940,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,20,0.7,standard,3618187805
5fca1a225051,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,21,0.7,standard,2719204750
fb84f8976c48,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,22,0.7,standard,3177157137
1d602f1f248a,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,23,0.7,standard,3444790276
325b93f865f4,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,24,0.7,standard,1385194295
ef2179e832d1,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,25,0.7,standard,3375944721
a69a73606684,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,26,0.7,standard,153289725
fd87f87b60fd,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,27,0.7,standard,2573355759
2d068fd8b551,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,28,0.7,standard,2180870315
0646a6d895a4,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,29,0.7,standard,2130455980
20f226429c71,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,30,0.7,standard,4157463709
6b73d701e466,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,1,0.7,standard,1758337087
042cf17f397e,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,2,0.7,standard,2798115404
e468849d50d7,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,3,0.7,standard,3662190702
a574e85834d5,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,4,0.7,standard,2826849206
58bad4bd156b,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,5,0.7,standard,3977365088
f4a376449a2b,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,6,0.7,standard,1736081879
cefe4259dea1,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,7,0.7,standard,350405628
10daa60f9b26,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,8,0.7,standard,1689725212
ffadac997842,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,9,0.7,standard,1182748850
8ab53768ef47,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,10,0.7,standard,3235719039
c666dbeda6a2,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,11,0.7,standard,3378052927
292baf18a45e,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,12,0.7,standard,966400261
930165039ee4,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,13,0.7,standard,3731860794
006777da583e,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,14,0.7,standard,3757967037
f1082da932cc,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,15,0.7,standard,1002161746
91874f254836,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,16,0.7,standard,3481042236
02179ebbafa5,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,17,0.7,standard,3976556521
e847deb719e5,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,18,0.7,standard,2446489468
ee22fc6f2ba5,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,19,0.7,standard,1174676795
b8001712bf7b,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,20,0.7,standard,1223664886
27d5591dab55,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,21,0.7,standard,538833330
183d8d0698f8,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,22,0.7,standard,448024790
f213968ecef3,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,23,0.7,standard,221070601
7a66ca08623d,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,24,0.7,standard,2619466571
cb4058c7c5a0,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,25,0.7,standard,2688703893
492d2e702057,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,26,0.7,standard,2209443506
356ebc1a34a2,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,27,0.7,standard,3841826525
774043df8926,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,28,0.7,standard,3725979
3599b694b471,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,29,0.7,standard,3694679411
48bd9622e400,mock-agent-v1,p2-05-sunk-cost-SUNK_COST,sunk_cost,treatment,30,0.7,standard,4049656259
